Sequence,Country Code,Geographic Area,Reference Date,Population Subgroup,Subpop Code,Sex,Age,Source ID,Comments,Data Type,Country,Site Name,Author,Year,Title,Publication Information,Virus Type,NO_CASES,NO_DEATHS,PREV_RATE,INC_RATE,Specimen Type,Test Type,SAMPSIZE
65,WZ,Urban areas,2006-2007,General population,N,B,ALL,S0899,Demographic & Health Survey (DHS).  1379 males & 1551 females.  Age 2+.  Breakdown by sex is provided.  July 06 - Feb. 07.,P,Swaziland,Urban areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,25.6,N/A,BS,UNK,2930
97,WZ,Shiselweni region,2006-2007,General population,N,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Shiselweni region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,18.7,N/A,BS,UNK,1544
127,WZ,National,2006-2007,Adults - circumcised,N,M,ALL,S0899,"Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age range 15-49 yrs.  Breakdown by region, area, & age is provided.  July 06 - Feb. 07.",P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,21.8,N/A,BS,UNK,306
149,WZ,Manzini region,2006-2007,Adults - circumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Manzini region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,21.7,N/A,BS,UNK,113
1,WZ,National,2006-2007,General population,N,B,ALL,S0899,"Demographic & Health Survey (DHS).  Site: Urban & rural areas.  5906 males & 6850 females.  Age 2+.  Breakdown by region, area, sex, & age is provided.  July 06 - Feb. 07.",P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,18.8,N/A,BS,UNK,12756
44,WZ,National,2006-2007,Adults,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age range 15-49 yrs.  July 06 - Feb. 07.,P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,19.7,N/A,BS,UNK,3763
57,WZ,Urban areas,2006-2007,General population,N,M,ALL,S0899,Demographic & Health Survey (DHS).  July 06 - Feb. 07.,P,Swaziland,Urban areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,21.4,N/A,BS,UNK,1379
73,WZ,Hhohho region,2006-2007,General population,N,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Hhohho region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,24.2,N/A,BS,UNK,1814
89,WZ,Manzini region,2006-2007,General population,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Manzini region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,14.5,N/A,BS,UNK,1844
106,WZ,Shiselweni region,2006-2007,General population,N,B,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  1304 males & 1544 females.  Age 2+.  Breakdown by sex is provided.  July 06 - Feb. 07.,P,Swaziland,Shiselweni region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,15.6,N/A,BS,UNK,2848
125,WZ,National,2006-2007,Pregnant women,G,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age range 15-49 yrs.  July 06 - Feb. 07.,P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,37.7,N/A,BS,UNK,241
143,WZ,Urban areas,2006-2007,Adults - circumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  July 06 - Feb. 07.,P,Swaziland,Urban areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,24.5,N/A,BS,UNK,140
147,WZ,Hhohho region,2006-2007,Adults - circumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Hhohho region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,23.2,N/A,BS,UNK,92
151,WZ,Shiselweni region,2006-2007,Adults - circumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Shiselweni region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,15.2,N/A,BS,UNK,51
2,WZ,National,2006-2007,General population,N,M,ALL,S0899,"Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  Breakdown by region, area, & age is provided.  July 06 - Feb. 07.",P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,14.9,N/A,BS,UNK,5906
43,WZ,National,2006-2007,Adults,N,B,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  3763 males & 4424 females.  Age range 15-49 yrs.  July 06 - Feb. 07.,P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,25.9,N/A,BS,UNK,8187
45,WZ,National,2006-2007,Adults,N,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age range 15-49 yrs.  July 06 - Feb. 07.,P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,31.1,N/A,BS,UNK,4424
53,WZ,Rural areas,2006-2007,General population,N,F,ALL,S0899,Demographic & Health Survey (DHS).  July 06 - Feb. 07.,P,Swaziland,Rural areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,20,N/A,BS,UNK,5303
61,WZ,Rural areas,2006-2007,General population,N,M,ALL,S0899,Demographic & Health Survey (DHS).  July 06 - Feb. 07.,P,Swaziland,Rural areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,12.9,N/A,BS,UNK,4541
69,WZ,Rural areas,2006-2007,General population,N,B,ALL,S0899,Demographic & Health Survey (DHS).  4541 males & 5303 females.  Age 2+.  Breakdown by sex is provided.  July 06 - Feb. 07.,P,Swaziland,Rural areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,16.8,N/A,BS,UNK,9844
77,WZ,Hhohho region,2006-2007,General population,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Hhohho region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,17.4,N/A,BS,UNK,1562
85,WZ,Manzini region,2006-2007,General population,N,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Manzini region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,22.9,N/A,BS,UNK,2168
93,WZ,Manzini region,2006-2007,General population,N,B,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  1844 males & 2168 females.  Age 2+.  Breakdown by sex is provided.  July 06 - Feb. 07.,P,Swaziland,Manzini region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,19.1,N/A,BS,UNK,4012
101,WZ,Shiselweni region,2006-2007,General population,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Shiselweni region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,11.9,N/A,BS,UNK,1304
111,WZ,Lubombo region,2006-2007,General population,N,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age 2+.  July 06 - Feb. 07.,P,Swaziland,Lubombo region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,22,N/A,BS,UNK,1328
121,WZ,Lubombo region,2006-2007,General population,N,B,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  1211 males & 1328 females.  Age 2+.  Breakdown by sex is provided.  July 06 - Feb. 07.,P,Swaziland,Lubombo region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,18.9,N/A,BS,UNK,2539
126,WZ,National,2006-2007,Adults,N,F,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Not pregnant or not sure.  Age range 15-49 yrs.  July 06 - Feb. 07.,P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,30.8,N/A,BS,UNK,4183
128,WZ,National,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,"Demographic & Health Survey (DHS).  Site: Urban & rural areas.  Age range 15-49 yrs.  Breakdown by region, area, & age is provided.  July 06 - Feb. 07.",P,Swaziland,National,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,19.5,N/A,BS,UNK,3457
144,WZ,Urban areas,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  July 06 - Feb. 07.,P,Swaziland,Urban areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,25.7,N/A,BS,UNK,930
146,WZ,Rural areas,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  July 06 - Feb. 07.,P,Swaziland,Rural areas,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,17.2,N/A,BS,UNK,2527
148,WZ,Hhohho region,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Hhohho region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,23.1,N/A,BS,UNK,909
150,WZ,Manzini region,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Manzini region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,18.1,N/A,BS,UNK,1110
152,WZ,Shiselweni region,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Shiselweni region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,16.2,N/A,BS,UNK,712
154,WZ,Lubombo region,2006-2007,Adults - uncircumcised,N,M,ALL,S0899,Demographic & Health Survey (DHS).  Site: Urban & rural areas.  July 06 - Feb. 07.,P,Swaziland,Lubombo region,"Swaziland Central Statistical Office, et al.",2007,Swaziland Demographic and Health Survey: 2006-07,"Central Statistical Office, Mbabane, Swaziland, Macro International Inc., Calverton, Maryland, USA, May, report.",HIV1,0,-1,20.6,N/A,BS,UNK,726
25,WZ,Not specified,2006,TB pts.,U,B,ALL,W0359,Only the prevalence rate was given.  Sentinel surveillance.,P,Swaziland,Not specified,"Wells, C. D., J. P. Cegielski, L. J. Nelson, et al.",2007,HIV Infection and Multidrug - Resistant Tuberculosis - The Perfect Storm,"Journal of Infectious Diseases, vol. 196, suppl. 1, S86-S107.",HIV,-1,-1,81,N/A,B,UNK,N/A
8,WZ,Urban sites,2008,Pregnant women,G,F,ALL,S1042,11th Sentinel Surveillance.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by age is provided.  1 Aug. - 10 Oct. 08.,P,Swaziland,Urban sites,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,426,-1,41.32,N/A,BW,ELISA,1031
2,WZ,Not specified,2007-2008,Pregnant women,G,F,ALL,K0708,Attending antenatal clinic.  All women tested HIV- 12 wks. before retesting.  Oct. 07 - May 08.,P,Swaziland,Not specified,"Kieffer, M. P., M. Mahdi, A. Nakato-Waligo, et al.",2008,High Levels of Seroconversion among Pregnant Women in Swaziland Haut Niveau de Seroconversion Chez les Femmes Enceintes au . ..,"International Conference on AIDS and STI in Africa, Dakar, Senegal, 12/3-7, Abstract 16/SOC10.",HIV,6,-1,4.44,N/A,B,UNK,135
4,WZ,Lubombo region,2008,Pregnant women,G,F,ALL,S1042,11th Sentinel Surveillance.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by age is provided.  1 Aug. - 10 Oct. 08.,P,Swaziland,Lubombo region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,149,-1,45.43,N/A,BW,ELISA,328
31,WZ,Manzini region,2006,Pregnant women,G,F,ALL,S1042,Only the prevalence rate was given.  10th Sentinel Surveillance.  1st time attending antenatal clinic.  Breakdown by age is provided.,P,Swaziland,Manzini region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,-1,-1,38.6,N/A,B,UNK,N/A
2,WZ,Not specified,2007-2008,Pregnant women,G,F,ALL,K0728,Attending antenatal clinic.  Testing over 5 mos. period.,P,Swaziland,Not specified,"Kieffer, M. P., M. Mahdi, A. Waligo, et al.",2008,High Levels of Seroconversion among Pregnant Women in Swaziland,"XVII International AIDS Conference, Mexico City, Mexico, 8/3-8, Abstract MoPe0508.",HIV,2,-1,4.17,N/A,B,UNK,48
1,WZ,National,2008,Pregnant women,G,F,ALL,S1042,"11th Sentinel Surveillance.  Total of all 4 regions.  17 urban & rural sites.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by region, area, & age is provided.  1 Aug. - 10 Oct. 08.",P,Swaziland,National,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,787,-1,41.95,N/A,BW,ELISA,1876
6,WZ,Shiselweni region,2008,Pregnant women,G,F,ALL,S1042,11th Sentinel Surveillance.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by age is provided.  1 Aug. - 10 Oct. 08.,P,Swaziland,Shiselweni region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,156,-1,38.52,N/A,BW,ELISA,405
29,WZ,Hhohho region,2006,Pregnant women,G,F,ALL,S1042,Only the prevalence rate was given.  10th Sentinel Surveillance.  1st time attending antenatal clinic.  Breakdown by age is provided.,P,Swaziland,Hhohho region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,-1,-1,38.7,N/A,B,UNK,N/A
33,WZ,Rural sites,2006,Pregnant women,G,F,ALL,S1042,Only the prevalence rate given which was approximated from a graph.  10th Sentinel Surveillance.  Total of all 4 regions.  1st time attending antenatal clinic.,P,Swaziland,Rural sites,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,-1,-1,39,N/A,B,UNK,N/A
1,WZ,Not specified,2007-2008,Pregnant women,G,F,ALL,K0708,Attending maternity clinic.  All women tested HIV- 12 wks. before retesting.  Oct. 07 - May 08.,P,Swaziland,Not specified,"Kieffer, M. P., M. Mahdi, A. Nakato-Waligo, et al.",2008,High Levels of Seroconversion among Pregnant Women in Swaziland Haut Niveau de Seroconversion Chez les Femmes Enceintes au . ..,"International Conference on AIDS and STI in Africa, Dakar, Senegal, 12/3-7, Abstract 16/SOC10.",HIV,83,-1,8.08,N/A,B,UNK,1027
1,WZ,Not specified,2007-2008,Pregnant women,G,F,ALL,K0728,Attending hospital maternity ward.  Testing over 5 mos. period.,P,Swaziland,Not specified,"Kieffer, M. P., M. Mahdi, A. Waligo, et al.",2008,High Levels of Seroconversion among Pregnant Women in Swaziland,"XVII International AIDS Conference, Mexico City, Mexico, 8/3-8, Abstract MoPe0508.",HIV,12,-1,2.45,N/A,B,UNK,489
3,WZ,Hhohho region,2008,Pregnant women,G,F,ALL,S1042,11th Sentinel Surveillance.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by age is provided.  1 Aug. - 10 Oct. 08.,P,Swaziland,Hhohho region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,212,-1,42.91,N/A,BW,ELISA,494
5,WZ,Manzini region,2008,Pregnant women,G,F,ALL,S1042,11th Sentinel Surveillance.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by age is provided.  1 Aug. - 10 Oct. 08.,P,Swaziland,Manzini region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,270,-1,41.6,N/A,BW,ELISA,649
7,WZ,Rural sites,2008,Pregnant women,G,F,ALL,S1042,11th Sentinel Surveillance.  1st time attending antenatal clinic.  Age range 15-49 yrs.  Breakdown by age is provided.  1 Aug. - 10 Oct. 08.,P,Swaziland,Rural sites,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,361,-1,42.72,N/A,BW,ELISA,845
28,WZ,National,2006,Pregnant women,G,F,ALL,S1042,"10th Sentinel Surveillance.  Total of all 4 regions.  1st time attending antenatal clinic.  Breakdown by region, area, & age is provided.",P,Swaziland,National,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,0,-1,39.2,N/A,B,UNK,2466
30,WZ,Lubombo region,2006,Pregnant women,G,F,ALL,S1042,Only the prevalence rate was given.  10th Sentinel Surveillance.  1st time attending antenatal clinic.  Breakdown by age is provided.,P,Swaziland,Lubombo region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,-1,-1,37.9,N/A,B,UNK,N/A
32,WZ,Shiselweni region,2006,Pregnant women,G,F,ALL,S1042,Only the prevalence rate was given.  10th Sentinel Surveillance.  1st time attending antenatal clinic.  Breakdown by age is provided.,P,Swaziland,Shiselweni region,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,-1,-1,41.5,N/A,B,UNK,N/A
34,WZ,Urban sites,2006,Pregnant women,G,F,ALL,S1042,Only the prevalence rate given which was approximated from a graph.  10th Sentinel Surveillance.  Total of all 4 regions.  1st time attending antenatal clinic.,P,Swaziland,Urban sites,Swaziland Ministry of Health,2008,Report of the 11th Round of the Swaziland HIV Sentinel Surveillance,"Ministry of Health and Social Welfare, Kingdom of Swaziland, final report.",HIV,-1,-1,41,N/A,B,UNK,N/A
1,WZ,Manzini,2008,Prisoners,J,B,ALL,M1241,Site: Matsapha Central Prison.,P,Swaziland,Matsapha Central Prison,"Masuku, V. L., J. Ndzingane, M. Dlamini",2009,Behind Bars but Free to Test: Providing HIV Counseling & Testing to Prisoners in Swaziland,"U. S. President's Emergency Plan for AIDS Relief Annual Meeting: The 2009 HIV/AIDS Implementer's Meeting, Windhoek, Namibia, 6/10-14, Session 1612.",HIV,0,-1,26.1,N/A,B,UNK,1587
2,WZ,Siteki,2008-2009,Patients,L,B,ALL,E0179,Site: Good Shepherd Regional Hospital.  Located in the Lubombo region.  Provider initiated VCT.  May 08 - June 09.,P,Swaziland,Good Shepherd Regional Hospital,"Elden, S., N. Ndzinisa",2009,"Provider Initiated Counselling and Testing in Rural Swaziland: Regional Case Study of Uptake, Accessibility and Populations . ..","5th International AIDS Society Conference on HIV Pathogenesis, Treatment and Prevention, Cape Town, South Africa, 7/19-22, Online Session CDD167.",HIV,1007,-1,34.01,N/A,B,UNK,2961
1,WZ,Mvembili (rural),2008,Suspected TB pts.,U,B,ALL,H0359,Located in Hhohho region.  June - July 08.,P,Swaziland,Mvembili,"Haumba, S. M., C. Dladla, K. Sibandze, et al.",2009,Identifying TB Suspects among PLWHIV and Their Household Members: Experiences with Civil Society Partnerships in Swaziland,"U. S. President's Emergency Plan for AIDS Relief Annual Meeting: The 2009 HIV/AIDS Implementer's Meeting, Windhoek, Namibia, 6/10-14, Poster 1179.",HIV,34,-1,30.63,N/A,B,UNK,111
1,WZ,Six sites,2008,Pregnant women,G,F,ALL,K0766,Six maternity wards.  Oct. - Dec. 08.,P,Swaziland,Six sites,"Kieffer, M. P., B. Nhlabatsi, M. Mahdi, et al.",2009,Addressing Missed Opportunities for PMTCT in Maternity Reduces Perinatal HIV Transmission in Swaziland: Preliminary Study . ..,"5th International AIDS Society Conference on HIV Pathogenesis, Treatment and Prevention, Cape Town, South Africa, 7/19-22, Online Abstract TUPEC051.",HIV,672,-1,34.06,N/A,B,UNK,1973
1,WZ,Lubombo region/ rural,2008-2009,Patients,L,B,ALL,E0179,Sites: 15 rural clinics.  Provider initiated VCT.  May 08 - June 09.,P,Swaziland,15 clinics,"Elden, S., N. Ndzinisa",2009,"Provider Initiated Counselling and Testing in Rural Swaziland: Regional Case Study of Uptake, Accessibility and Populations . ..","5th International AIDS Society Conference on HIV Pathogenesis, Treatment and Prevention, Cape Town, South Africa, 7/19-22, Online Session CDD167.",HIV,586,-1,28.19,N/A,B,UNK,2079
2,WZ,Not specified,2009(?),TB pts.,U,B,ALL,H0359,Only the prevalence rate was given.,P,Swaziland,Not specified,"Haumba, S. M., C. Dladla, K. Sibandze, et al.",2009,Identifying TB Suspects among PLWHIV and Their Household Members: Experiences with Civil Society Partnerships in Swaziland,"U. S. President's Emergency Plan for AIDS Relief Annual Meeting: The 2009 HIV/AIDS Implementer's Meeting, Windhoek, Namibia, 6/10-14, Poster 1179.",HIV,-1,-1,79.6,N/A,B,UNK,N/A
1,WZ,National,1992,Pregnant women,G,F,ALL,K0827,Only the prevalence rate was given.,P,Swaziland,National,"Kieffer, M. P., B. Nhlabatsi, M. Mahdi, et al.",2010,Improving HIV Counseling in Maternity Wards in Swaziland Increases Uptake of PMTCT Services: An Operations Research Study . ..,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Poster MoPe0262.",HIV,-1,-1,3.2,N/A,B,UNK,N/A
2,WZ,Shiselweni region/ rural,2010,Testing center attendees,O,B,ALL,J0239,"Attending 17 rural PHC clinics, 2 health centers, & 1 hospital.  Site names given in text.  1st quarter.",P,Swaziland,Shiselweni region,"Jochims, F., Z. D. Tefera, A. Peguillan, et al.",2010,"Closing the Gap: Decentralized, Patient-Centred and Integrated TB/HIV Care in a Rural Region in Swaziland","XVIII International AIDS Conference, Vienna, Austria, 7/18-23, ePoster, Poster MoPe0891.",HIV,548,-1,20.27,N/A,B,UNK,2703
